model,algorithm,testcase,scene_id,query_obj_id,difficulty,ambiguous,split,instruction,intent_selected_id,intent_selected_object,branch,reason_grasp_id,reason_grasp_object,reason_status,selection_status,ground_truth_object_ids,predicted_perception_object_id,predicted_dataset_object_id,ssr_iou,rsr_success,status
gpt-4o,theory_original,06_hard_unambiguous,6971,4,Hard,False,1,the cutting plier,4,red and yellow handled pliers,partially_occluded,12,white and blue box,ok,completed,[3],12,3,0.9872921925319871,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6971,4,Hard,False,2,the piller next to the festo box,4,red and yellow handled pliers,partially_occluded,12,white and blue box,ok,completed,[3],12,3,0.9872921925319871,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7074,0,Hard,False,0,the lipstick package,3,small floral-patterned card,partially_occluded,4,blue plastic stand,ok,completed,[3],4,1,0.00026969550934870744,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7074,0,Hard,False,1,the white box behind the blue object,5,small white and pink fragment,partially_occluded,4,blue plastic stand,ok,completed,[3],4,1,0.00026969550934870744,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7074,0,Hard,False,2,the lip balm under the blue object at the bottom of the bin,3,small floral-patterned card,partially_occluded,4,blue plastic stand,ok,completed,[3],4,1,0.00026969550934870744,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7084,3,Hard,False,0,the white container on top right with round edges on one side,7,two white rectangular blocks,partially_occluded,6,black-handled knife,ok,completed,"[2, 8]",6,8,0.9748283752860412,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7084,3,Hard,False,1,the greenish cylinder on the top right,5,white bottle with green cap,partially_occluded,6,black-handled knife,ok,completed,"[2, 8]",6,8,0.9748283752860412,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7084,3,Hard,False,2,the small white bottle,5,white bottle with green cap,partially_occluded,6,black-handled knife,ok,completed,"[2, 8]",6,8,0.9748283752860412,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7108,10,Hard,False,0,the blue object in the top left corner,3,blue dumbbell and red strawberry toy,partially_occluded,5,brown cardboard box with purple base,ok,completed,[2],5,8,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7108,10,Hard,False,1,the blue object on the top left corner,3,blue dumbbell and red strawberry toy,partially_occluded,5,brown cardboard box with purple base,ok,completed,[2],5,8,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7108,10,Hard,False,2,the  blue dumble like thing near strawberry,3,blue dumbbell and red strawberry toy,partially_occluded,5,brown cardboard box with purple base,ok,completed,[2],5,8,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7146,5,Hard,False,0,the soap recharge container,10,blue and white spray bottle,fully_visible,10,blue and white spray bottle,ok,completed,[6],10,6,0.9273445893072668,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7146,5,Hard,False,1,the drinking bag,9,white and green cream pouch,partially_occluded,8,blue bottle cap,ok,completed,[6],8,6,0.057957547357661524,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7146,5,Hard,False,2,the soap refill bottle,10,blue and white spray bottle,fully_visible,10,blue and white spray bottle,ok,completed,[6],10,6,0.9273445893072668,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7175,0,Hard,False,0,the power drill,9,black and orange drill,partially_occluded,6,blue dumbbell,ok,completed,[2],6,2,0.9837698523265533,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7175,0,Hard,False,1,the drill,9,black and orange drill,partially_occluded,6,blue dumbbell,ok,completed,[2],6,2,0.9837698523265533,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7175,0,Hard,False,2,the drill,9,black and orange drill,partially_occluded,6,blue dumbbell,ok,completed,[2],6,2,0.9837698523265533,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7228,3,Hard,False,0,the yellow clamp,6,yellow clamp with metal components,partially_occluded,3,red tomato with attached metal clip,ok,completed,[0],3,4,0.22504175722801892,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7228,3,Hard,False,1,the yellow clamp,6,yellow clamp with metal components,partially_occluded,3,red tomato with attached metal clip,ok,completed,[0],3,4,0.22504175722801892,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7228,3,Hard,False,2,the yellow clamp like object,6,yellow clamp with metal components,partially_occluded,3,red tomato with attached metal clip,ok,completed,[0],3,4,0.22504175722801892,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7239,11,Hard,False,0,the white box under the banana,9,small white rectangular object,partially_occluded,3,orange and black cordless drill,ok,completed,[6],3,6,0.9066594623801162,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7239,11,Hard,False,1,the white box below the banana,9,small white rectangular object,partially_occluded,3,orange and black cordless drill,ok,completed,[6],3,6,0.9066594623801162,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7239,11,Hard,False,2,the little white cubic box under the banana,9,small white rectangular object,partially_occluded,3,orange and black cordless drill,ok,completed,[6],3,6,0.9066594623801162,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7271,0,Hard,False,0,the domino sugar box,7,Domino sugar box,partially_occluded,4,red bowl,ok,completed,"[3, 7]",4,7,0.9836006173253707,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7271,0,Hard,False,1,the yellow and white sugar box,7,Domino sugar box,partially_occluded,4,red bowl,ok,completed,"[3, 7]",4,7,0.9836006173253707,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7271,0,Hard,False,2,the domino sugar,7,Domino sugar box,partially_occluded,4,red bowl,ok,completed,"[3, 7]",4,7,0.9836006173253707,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7281,5,Hard,False,0,the banana,4,yellow banana,partially_occluded,5,green and red box,ok,completed,[7],5,7,0.9905616671770591,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7281,5,Hard,False,1,the banana,4,yellow banana,partially_occluded,5,green and red box,ok,completed,[7],5,7,0.9905616671770591,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7281,5,Hard,False,2,the banana,4,yellow banana,partially_occluded,5,green and red box,ok,completed,[7],5,7,0.9905616671770591,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7291,1,Hard,False,0,the coffee box,6,green and red printed box,partially_occluded,2,blue and yellow canned food,ok,completed,"[3, 4, 6]",2,4,0.9945641191448086,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7291,1,Hard,False,1,the green box behind the white box,6,green and red printed box,partially_occluded,2,blue and yellow canned food,ok,completed,"[3, 4, 6]",2,4,0.9945641191448086,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7291,1,Hard,False,2,the big box close to the right bottom corner of the bin with a green box and small white box on top of it,6,green and red printed box,partially_occluded,2,blue and yellow canned food,ok,completed,"[3, 4, 6]",2,4,0.9945641191448086,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7310,0,Hard,False,0,the blue ball under the scissor,2,red and yellow handled scissors,partially_occluded,1,orange and black cordless drill,ok,completed,[16],1,16,0.9879631409816254,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7310,0,Hard,False,1,the blue ball underneath the pringles tube,,,fully_occluded,1,orange and black cordless drill,ok,completed,[16],1,16,0.9879631409816254,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7310,0,Hard,False,2,the blue object behind the scissor,7,blue and black screwdriver,partially_occluded,5,orange and red heat gun,ok,completed,[16],5,9,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7321,4,Hard,False,0,the orange submarine toy,4,yellow and orange handheld tool,partially_occluded,3,brown rectangular box with IFL Robotics logo,ok,completed,[2],3,2,0.9898852095305029,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7321,4,Hard,False,1,the orange toy submarine-like,4,yellow and orange handheld tool,partially_occluded,3,brown rectangular box with IFL Robotics logo,ok,completed,[2],3,2,0.9898852095305029,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7321,4,Hard,False,2,the submarine toy,,,fully_occluded,1,cylindrical green container,ok,completed,[2],1,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7340,4,Hard,False,0,the yellow helix on the left,9,yellow propeller-like object,partially_occluded,1,red bowl,ok,completed,[6],1,6,0.9929654919572889,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7340,4,Hard,False,1,the yellow propeller on the left side of the red bowl,9,yellow propeller-like object,partially_occluded,1,red bowl,ok,completed,[6],1,6,0.9929654919572889,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7340,4,Hard,False,2,the yellow propeller,9,yellow propeller-like object,partially_occluded,1,red bowl,ok,completed,[6],1,6,0.9929654919572889,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7346,3,Hard,False,0,the cheez-it box,3,red Cheez-It box,partially_occluded,5,glass with red stem,ok,completed,[2],5,0,5.7102722086761874e-06,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7346,3,Hard,False,1,the red box,3,red Cheez-It box,partially_occluded,5,glass with red stem,ok,completed,[2],5,0,5.7102722086761874e-06,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7346,3,Hard,False,2,the red box,3,red Cheez-It box,partially_occluded,5,glass with red stem,ok,completed,[2],5,0,5.7102722086761874e-06,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7348,2,Hard,False,0,the yellow object behind the red bowl,3,yellow sugar box,partially_occluded,9,green sealing tool,ok,completed,[7],9,10,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7348,2,Hard,False,1,the small yellow thing under the red bowl,3,yellow sugar box,partially_occluded,9,green sealing tool,ok,completed,[7],9,10,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7348,2,Hard,False,2,the yellow cap near the apple and behind the red bowl,3,yellow sugar box,partially_occluded,9,green sealing tool,ok,completed,[7],9,10,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7368,1,Hard,False,0,the yellow propeller touching the left side of the bin,10,yellow propeller-like object,fully_visible,10,yellow propeller-like object,ok,completed,[11],10,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7368,1,Hard,False,1,the yellow propeller,10,yellow propeller-like object,fully_visible,10,yellow propeller-like object,ok,completed,[11],10,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7368,1,Hard,False,2,the yellow propeller,10,yellow propeller-like object,fully_visible,10,yellow propeller-like object,ok,completed,[11],10,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,7387,1,Hard,False,0,the orange toy submarine-like,7,yellow and orange handled tool,partially_occluded,1,brown cardboard box,ok,completed,[5],1,5,0.9932820478171481,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7387,1,Hard,False,1,the red-orange stuff at the top of the bin,7,yellow and orange handled tool,partially_occluded,1,brown cardboard box,ok,completed,[5],1,5,0.9932820478171481,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7387,1,Hard,False,2,the top most partially visible orange tool,7,yellow and orange handled tool,partially_occluded,1,brown cardboard box,ok,completed,[5],1,5,0.9932820478171481,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7404,4,Hard,False,0,the yellow thing under the lighter package,4,yellow sticky note,partially_occluded,7,pair of scissors,ok,completed,"[3, 7, 11]",7,11,0.580388392527505,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7404,4,Hard,False,1,the yellow box on the bottom left,4,yellow sticky note,partially_occluded,7,pair of scissors,ok,completed,"[3, 7, 11]",7,11,0.580388392527505,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7404,4,Hard,False,2,the yellow cube,4,yellow sticky note,partially_occluded,7,pair of scissors,ok,completed,"[3, 7, 11]",7,11,0.580388392527505,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7433,9,Hard,False,0,the brown box,5,brown rectangular box,partially_occluded,11,orange and black drill,ok,completed,[1],11,1,0.9058668457310552,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7433,9,Hard,False,1,the brown box,5,brown rectangular box,partially_occluded,11,orange and black drill,ok,completed,[1],11,1,0.9058668457310552,1,ok
gpt-4o,theory_original,06_hard_unambiguous,7433,9,Hard,False,2,the cardboard box at the bottom,5,brown rectangular box,partially_occluded,11,orange and black drill,ok,completed,[1],11,1,0.9058668457310552,1,ok
gpt-4o,theory_original,06_hard_unambiguous,827,6,Hard,False,0,the cable,3,white coiled wire,partially_occluded,1,red and yellow handled pliers,ok,completed,"[0, 4]",1,0,0.9916466793482756,1,ok
gpt-4o,theory_original,06_hard_unambiguous,827,6,Hard,False,1,the white cable,3,white coiled wire,partially_occluded,1,red and yellow handled pliers,ok,completed,"[0, 4]",1,0,0.9916466793482756,1,ok
gpt-4o,theory_original,06_hard_unambiguous,827,6,Hard,False,2,the cable,3,white coiled wire,partially_occluded,1,red and yellow handled pliers,ok,completed,"[0, 4]",1,0,0.9916466793482756,1,ok
